id,is_iceberg
bc856bf1,8.182266305763249e-18
c7e25a70,8.618886147473852e-18
9771b119,6.377260731107232e-20
836db0d9,4.660778629739357e-19
f5685d3e,6.641562178363817e-18
bb04299d,4.904757515965827e-16
163a9d23,6.3288945242636734e-18
5283c614,2.717258113394544e-13
2276d5d8,3.369338038704844e-18
ccb77e34,2.9559041109231327e-16
d4a75bf3,3.459729234117341e-18
e15f46ea,5.211013279547766e-18
992a45ba,7.242728096245919e-18
056e7768,6.229785449036714e-15
a1dc016b,8.526108329198985e-19
38db82cd,4.176528880497823e-17
3295f3ae,8.904848904154987e-15
a6ff3660,1.4177599420834302e-17
5981b799,1.0403240023452477e-14
2636d79d,1.175928644201816e-18
7a8521e2,5.100875776452296e-14
9b53021d,5.325917861571071e-14
0a37be18,1.3446002175039736e-15
a8676e55,1.8087926108626383e-14
3488b8fc,3.386631076590877e-18
b86d4006,1.883896433551232e-16
33888635,1.9203734468505734e-14
aa9ca5f9,5.004513327317795e-15
08faf0f6,9.425548855952412e-14
5320cd26,2.760107680604973e-16
2c57fdaa,3.4189900202624335e-19
d467ce62,5.109814349046804e-18
888a568e,7.173226627556315e-16
88d6c838,2.0283397709064258e-16
8f138517,6.936763086649292e-17
e1108dc0,1.2481203950139713e-13
9e9cd6c9,8.804305583565849e-20
ab893af4,2.3942220581595845e-15
4d4b30ba,2.6084258842326746e-17
7ce15e26,3.508169396077541e-19
dbc45500,3.6558826305892536e-14
6a0cde3f,1.6012524247493332e-17
2658014c,2.450584396439133e-18
08d20604,7.62278764377586e-17
03c83dc9,1.8079946434982656e-19
d741ccd1,1.2831217907104323e-19
992d48b6,4.788311470959629e-14
b1ea3253,1.0479645580138697e-12
da379e69,4.115212380513043e-18
73b429af,4.1211543662688694e-16
2aefe712,7.700017381519209e-13
1e3634f9,3.0765265656958204e-17
069ee09e,4.0826929824142153e-16
a7970f81,6.931879793477605e-14
23084d2e,7.810947145632237e-16
ac57710a,5.687090989109356e-12
02553267,8.07130995275661e-19
0971c6c7,1.0771985864402507e-15
cdb7f1fe,8.985526638609439e-20
d3af3f60,6.238860877670952e-18
59daf44b,4.80048230076678e-18
c2169934,2.880113852734084e-17
da03b56e,1.5210599232516782e-14
474ea404,1.1709042955598652e-14
f686cdc4,2.4252803211156763e-17
f865b354,6.177839882996923e-15
106df554,1.3615129839188045e-17
e5637171,7.421162534902182e-18
cba8985c,2.1277831594497545e-16
cc09c9ce,5.427776941344265e-20
0b85b33f,2.9294922471992044e-15
92f20625,2.494635484715977e-15
6b1379dd,1.2402913195103833e-17
ed2b1df1,1.465155372862024e-16
325124e4,8.883574824651748e-15
7455c944,1.9527869466404044e-16
fd68ccc1,4.3306772963695297e-17
8df9100d,1.242451961592486e-15
c406df9b,3.114693671775752e-16
4978870c,7.081770066197368e-14
383f95d6,6.945504466664956e-16
aba96bbf,2.1672188783156132e-12
6bba66b4,2.7137618758492598e-17
b86fa0c9,3.188083782699417e-15
a2abc369,3.701538942584968e-18
0b40c014,6.358933621295761e-16
d45add48,6.215100373069307e-20
00193999,8.142881093513272e-17
c2f1b710,1.2104604569256997e-17
53750c72,3.116831437350834e-17
3137ef1d,1.2565483550382248e-19
bc6b8e2a,9.375846317860245e-14
7cb546c6,1.7722508471884352e-15
d59a2349,1.3961516270187993e-18
04d04b9a,3.230031765923206e-17
05ac1343,9.204514304729757e-19
2917895f,4.964466456604559e-16
342a1d01,2.9085523738924455e-19
78309e4b,7.160649247080772e-16
5c1a5aba,9.401484649920917e-15
fae57f79,1.4654404523883343e-16
23821d71,4.0210357998223496e-17
5780b19d,2.0251390451569886e-16
11c67865,2.9954484727229653e-18
8564f114,2.6847045098553746e-17
ec7d0fdd,5.910308708831829e-17
9a0446b8,1.6761381779056837e-12
5f5da69d,6.498735879844491e-17
7a11839b,5.069415956351735e-16
763c9bbf,7.685157988404645e-16
15a7b5c5,2.7424743075277105e-17
e9c7e251,1.904592333658631e-15
2555c207,3.221101974016337e-15
ec8d9784,4.073341738676528e-17
08fd9d10,5.702394678109809e-16
9504ae29,4.702685842057934e-15
0b91a24d,1.95272643010679e-17
e62e6cfe,1.8030382713596425e-16
5d1291bb,2.392713062346606e-17
b3c1f2e7,1.0397561302815848e-15
c6a8db21,2.9019563839891593e-20
f2c137fd,1.5806199131466353e-15
b61e8155,3.5962749156816747e-17
45b9ee35,4.400851597905287e-19
8fe9c49b,3.5498783551235754e-17
b98ceb09,1.87726687872664e-17
70c4a435,1.4222118488197059e-18
d953d111,1.1419388829333382e-17
da7de86e,1.422250540192858e-17
519f8611,3.4347963560937675e-18
75eefdc3,9.416140063398353e-20
62412092,3.777746827721682e-16
de8ec010,5.25780018663693e-17
ee6121f8,1.0158096618297584e-15
412b66e0,7.735272295682251e-17
7405c131,3.884315562469252e-19
efff4306,1.4298712310992172e-18
5658d679,7.166125874126517e-13
617f88fc,8.417114627631752e-17
a120100b,5.088378377062798e-18
0971369e,1.1604629839465324e-15
83f7fe7b,8.730534850653197e-18
12437da1,2.984586048356691e-13
8e7f96a5,1.8002283454362448e-15
a08237de,9.107361776349281e-16
a013bd6f,2.4696631104725153e-18
c6fdd404,1.4477924881097642e-13
317e2af4,1.1341826220876653e-14
dd9878c0,1.5995498554381276e-16
42e76a51,5.728033836027604e-16
022f77e3,4.3204159554346873e-16
cada3682,1.503543964822773e-16
53074f1f,4.932188148567065e-16
e6c19679,1.7200962757689094e-17
dfb69b8b,8.665902762619121e-17
e1572941,8.583160216817687e-17
8d549cd2,2.5307479171677187e-18
6913594d,4.564383149463199e-16
6e528fd6,2.5058968473067268e-17
c8b037c7,4.308200660368272e-14
c3b6c880,8.763789566304663e-21
9684ac04,1.7707825949837087e-17
6d974acc,1.1196204953513765e-18
57b10462,1.5897031344839878e-14
b2373298,7.708334838485431e-13
8e946e10,2.9592226801313567e-15
6acee7de,2.036938875856731e-16
8ad7cc2f,1.9734802103577552e-14
8e6e087e,2.465456814339622e-17
c3e46df5,1.122756729964356e-16
f6983f34,3.0285851212666864e-18
8130a3aa,1.4747843110575129e-15
